BBC: North Korea hypersonic missile claims; https://www.bbc.co.uk/learningenglish/english/features/learning-english-from-the-news_2025/250108; https://downloads.bbc.co.uk/learningenglish/features/LEFTN/250108_LEFTN_North_Korea_hypersonic_missile_claims_download.mp3 | Episode: Episode 250108 / 08 Jan 2025 | The Story: North Korea has launched a missile which they claim flew at over 12 times the speed of sound and traveled 1500km. The South Korean military says that they believe the claims from North Korea are exaggerated.; Hypersonic missiles, which travel more than 5 times faster than sound and can change direction, are much harder to intercept. Only China, Russia and the US are currently thought to have this technology.; Some people suspect that Russia is helping North Korea to develop advanced missile technology in return for troops to fight in Ukraine.| Head Lines:✦ North Korea says new hypersonic missile will '*contain*' rivals 18*— BBC*; Acting president condemns N. Korea's latest missile *provocation* 18*— The Korea Times*; N. Korea's claim of hypersonic missile launch likely '*deception*'🔹S. Korean military 18*— Yonhap* | Key words and phrases:✦ 17*contain ➜* 18*limit*; The attacking army were able to surround and *contain* the enemy quickly.; After three hours, firefighters managed to *contain* the fire to stop it spreading.; I find it hard to *contain* my emotions. I get so excited!; 17*provocation ➜* 18*an action that could lead to an angry reaction*; The military exercises near the border were the *provocation* that led to war.; Building a military base next to the border was seen as a *provocation* by the neighbouring country.; 17*deception ➜* 18*tricking someone into believing something that isn't true*; *Deception* is easier when people trust you.; *Deception* is an unfair way to win a game.

BBC: Thailand-Cambodia conflict; https://www.bbc.co.uk/learningenglish/english/features/learning-english-from-the-news_2025/250730; https://downloads.bbc.co.uk/learningenglish/features/LEFTN/250730_LEFTN_thailand_cambodia_conflict_download.mp3 | Episode: Episode 250730 / 30 Jul 2025 | The Story: Fighting broke out last week on the border between Thailand and Cambodia leading to the deaths of at least 33 people and causing thousands of people to leave their homes.; The exact border between the two countries has been disputed for many years – there are some areas which both countries claim to be theirs.; Disagreement over the border goes back to 1907 when Cambodia was a French colony and a treaty was signed. Recent political developments in each country have also contributed to the current crisis. | Head Lines:✦ Thailand seeks to ease fears amid *shaky* ceasefire deal with Cambodia 18*— The Guardian*; As Thai-Cambodia truce nears, *evacuees* speak out 18*— Deutsche Welle*; The *Roots* of the Thailand-Cambodia Border Conflict 18*— The Diplomat* | Key words and phrases:✦ 17*shaky ➜* 18*weak and vulnerable*; The political situation in the country has been *shaky* since parties were accused of election fraud.; No one wanted to invest in the company because of its *shaky financial situation*.; 17*evacuee ➜* 18*someone who has been moved from, or has moved from a dangerous location*; The *evacuees* got off the train in their new country with one suitcase each.; Emergency hostels have been set up for *evacuees*.; 17*roots ➜* 18*causes*; The *root* of the issues behind the war are extremely complicated.; The reason she acts like this is *rooted* in childhood trauma.; The *roots* of the economic crisis lie in the last government's policies.

